TimeStamp,Voltage,Current,RealPower,PowerFactor,ApparantPower,Reactivepower,Frequency,Remarks
2021-08-10 09:03:09.602598,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.606554,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.610459,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.614398,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.618313,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.621711,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.625573,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.629434,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.633473,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.637368,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.641308,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.644641,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.648507,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.652485,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.656364,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.660245,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.663633,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.667637,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.671512,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.675449,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.679348,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.683302,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.686819,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.690769,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.694602,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.699478,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.703917,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.706206,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.709592,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.713492,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.717520,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.721418,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.725334,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.728677,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
