TimeStamp,Voltage,Current,RealPower,PowerFactor,ApparantPower,Reactivepower,Frequency,Remarks
2021-08-10 09:03:09.732624,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.736563,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.740505,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.744586,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.747792,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.751741,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.755625,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.759534,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.763521,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.767369,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.770785,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.774632,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.778538,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.782517,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.786380,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.789749,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.793627,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.797578,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.801496,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.805478,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.809420,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.812753,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.816619,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.820560,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.824517,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.828599,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.831794,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.835665,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.839594,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.843553,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.847460,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.851368,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.854741,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.858664,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.862607,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.866461,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.870369,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.874409,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.877694,224.10,0.71,165.00,0.91,181.52,75.66,50.02,
2021-08-10 09:03:09.881665,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.885564,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.889501,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.893444,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.896766,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.900661,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.904664,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.908472,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.912384,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.916393,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.919740,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.923653,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.927510,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.931436,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.935429,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.938674,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.942618,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.946518,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.950436,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.954410,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.958337,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.961667,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.965575,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.969477,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.973423,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.977367,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.980674,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.984623,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.988506,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.992481,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:09.996409,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.000297,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.003661,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.007554,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.011499,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.015445,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.019350,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.022702,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.026807,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.030542,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.034543,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.038391,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.042352,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.045642,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.049573,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.053537,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.057421,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.061370,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.064672,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.068797,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.072557,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.076491,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.080387,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.084329,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.087639,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.091601,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.095528,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.099419,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.103355,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.106696,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.110611,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.114573,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.118466,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.122400,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.126351,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.129653,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.133943,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.137495,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.141451,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.145378,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.148682,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.152673,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.156571,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.160482,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.164413,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.168364,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.171712,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.175653,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.179538,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.183404,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.187482,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.190752,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.194658,224.12,0.71,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.198630,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.202494,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.206437,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.210373,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.213694,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.217694,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.221587,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.225451,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.229396,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.232737,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.236681,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.241705,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.244509,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.248486,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.252393,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.255733,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.259692,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.263559,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.267502,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.271437,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.274779,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.278727,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.283374,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.286745,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.290440,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.294406,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.297693,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.301638,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.305552,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.309395,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.313442,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.316733,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.320679,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.324595,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.328535,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.332391,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.336659,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.339709,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.343660,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.347551,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.351523,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.355421,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.358796,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.362721,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.366601,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.370805,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.374463,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.378340,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.381694,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.385649,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.389572,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.393511,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.397433,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.401416,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.404746,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.408678,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.412547,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.416469,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.420406,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.423689,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.427676,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.431590,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.435533,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.439402,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.443443,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.446658,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.450643,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.454496,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.458471,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.462434,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.465716,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.469645,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.473560,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.477460,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.481540,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.485395,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.488703,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.492629,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.496575,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.500448,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.504422,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.507797,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.511693,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.515601,224.32,0.71,163.00,0.90,180.51,77.55,50.02,
2021-08-10 09:03:10.519572,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.523439,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.527410,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.530663,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.534675,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.538597,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.542548,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.546380,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.549769,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.553628,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.557642,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.561580,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.565460,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.569368,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.572719,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.576594,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.580616,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.584489,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.588420,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.591725,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.595664,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.599568,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.603628,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.607469,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.611409,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.615844,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.618799,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.622551,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.626511,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.634629,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.636427,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.638352,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.641656,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.645498,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.649410,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.653320,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.656641,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.660536,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.664466,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.668375,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.672483,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.675693,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.679596,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.683528,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.687403,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.691371,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.695290,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.698593,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.702610,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.706437,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.710377,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.714326,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.717623,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.721579,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.725533,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.729401,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.733359,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.737291,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.740596,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.744607,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.748443,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.752391,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.756419,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.759785,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.763750,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.767668,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.771438,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.775351,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.779300,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.782662,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.786583,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.790494,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.794419,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.798304,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.801711,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.805591,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.809498,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.813474,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.817374,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.821286,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.824659,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.828552,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.832466,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.836547,224.36,0.71,164.00,0.91,180.82,76.15,50.02,
2021-08-10 09:03:10.840379,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.843848,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.847605,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.851512,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.855470,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.859563,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.863387,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.866755,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.870712,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.874579,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.878460,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.882332,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.885704,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.889634,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.893546,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.897443,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.901375,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.905341,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
2021-08-10 09:03:10.908646,224.35,0.70,164.00,0.91,180.42,75.20,50.02,
